"id","V","A","D","stdV","stdA","stdD","N"
"114CUL058_2368_2415","4.0","3.6","3.4","0.63","0.8","0.49","5"
"114CUL058_286_510","3.2","2.8","3.0","0.4","0.4","0.0","5"
"114CUL058_38_66","3.0","2.0","3.0","0.0","1.0","0.0","2"
"114CUL058_517_643","3.0","2.33","2.83","0.0","0.75","0.37","6"
"114CUL058_644_772","2.33","3.0","3.0","0.47","0.0","0.0","3"
"114CUL058_73_92","3.0","3.0","3.0","0.0","0.0","0.0","5"
"114CUL058_773_915","3.4","3.6","3.2","0.49","0.8","0.4","5"
"114CUL058_922_1014","3.2","3.0","3.0","0.4","1.1","0.0","5"
"114CUL058_99_156","3.4","3.2","2.8","0.49","0.4","0.4","5"
"114CUL059_1021_1193","3.4","3.0","3.4","0.49","0.63","0.49","5"
"114CUL059_113_231","3.2","3.0","3.4","0.4","0.63","0.49","5"
"114CUL059_1194_1250","2.6","3.2","3.0","0.49","0.4","0.0","5"
"114CUL059_1257_1457","3.2","3.4","3.2","0.4","0.8","0.4","5"
"114CUL059_1458_1598","3.0","3.2","3.2","0.0","0.4","0.4","5"
"114CUL059_1605_1670","3.0","3.0","3.0","0.0","0.0","0.0","5"
"114CUL059_1677_1687","3.0","2.8","3.0","0.0","0.4","0.0","5"
"114CUL059_1694_1724","3.0","2.75","3.25","0.0","0.43","0.43","4"
"114CUL059_1731_1735","3.0","3.0","3.0","0.0","0.0","0.0","2"
"114CUL059_1736_1836","3.8","3.8","3.2","0.75","0.75","0.4","5"
"114CUL059_18_30","3.0","2.0","3.0","0.0","1.0","0.0","2"
"114CUL059_1837_1942","3.2","2.8","3.2","0.4","0.75","0.4","5"
"114CUL059_232_298","2.8","2.8","2.8","0.4","0.4","0.4","5"
"114CUL059_305_553","3.0","3.2","3.2","0.63","0.4","0.4","5"
"114CUL059_37_47","3.0","2.4","3.0","0.0","0.49","0.0","5"
"114CUL059_54_68","3.6","3.8","3.2","0.49","0.4","0.4","5"
"114CUL059_554_688","3.2","3.0","3.0","0.4","0.0","0.0","5"
"114CUL059_689_857","3.0","3.2","3.4","0.0","0.4","0.49","5"
"114CUL059_75_106","4.0","4.0","3.67","0.0","0.0","0.94","3"
"114CUL059_864_910","3.0","3.0","3.2","0.0","0.0","0.4","5"
"114CUL059_911_1020","3.2","3.4","3.2","0.4","0.49","0.4","5"
"114CUL060_104_226","3.0","3.0","3.0","0.0","0.0","0.0","2"
"114CUL060_1130_1295","3.0","3.0","3.0","0.0","0.0","0.0","5"
"114CUL060_1296_1386","3.4","3.0","3.2","0.49","0.63","0.4","5"
"114CUL060_1387_1522","3.6","3.0","2.8","0.8","0.0","0.4","5"
"114CUL060_1523_1660","4.0","3.4","3.6","0.0","0.49","0.49","5"
"114CUL060_1667_1806","3.4","3.2","3.2","0.49","0.4","0.4","5"
"114CUL060_18_31","3.0","2.6","3.0","0.0","0.8","0.0","5"
"114CUL060_1807_1861","3.0","2.2","2.6","0.0","0.75","0.49","5"
"114CUL060_1862_1978","3.6","2.8","3.0","0.49","0.4","0.0","5"
"114CUL060_1985_2026","3.2","3.0","3.2","0.4","0.0","0.4","5"
"114CUL060_2027_2082","3.0","3.0","3.2","0.0","0.0","0.4","5"
"114CUL060_2083_2260","3.0","3.2","3.0","0.0","0.4","0.0","5"
"114CUL060_2267_2309","4.2","3.4","3.4","0.75","1.02","1.02","5"
"114CUL060_227_253","3.67","3.5","3.17","0.47","0.96","0.69","6"
"114CUL060_2316_2326","3.0","2.8","2.8","0.0","0.4","0.4","5"
"114CUL060_2333_2364","3.0","2.6","2.6","0.0","0.49","0.49","5"
"114CUL060_2371_2375","3.0","2.67","3.33","0.0","0.47","0.47","3"
"114CUL060_260_314","3.2","3.0","3.0","0.4","0.0","0.0","5"
"114CUL060_315_361","3.2","3.0","3.2","0.4","0.0","0.4","5"
"114CUL060_362_503","3.4","3.6","3.6","0.49","0.8","0.8","5"
"114CUL060_38_63","3.0","2.6","3.0","0.0","0.8","0.0","5"
"114CUL060_510_627","3.2","2.8","2.8","0.4","0.4","0.4","5"
"114CUL060_628_782","3.8","3.6","3.0","0.75","0.8","0.0","5"
"114CUL060_70_85","3.0","2.8","3.0","0.0","0.4","0.0","5"
"114CUL060_783_845","3.0","3.0","3.0","0.0","0.0","0.0","5"
"114CUL060_852_969","2.8","3.2","2.8","0.4","0.4","0.4","5"
"114CUL060_92_103","3.2","3.2","3.2","0.4","0.4","0.4","5"
"114CUL060_976_1129","3.6","3.6","3.4","0.8","0.8","0.49","5"
"115CVL035_1201_1335","3.4","3.4","3.6","0.49","0.49","0.49","5"
"115CVL035_1342_1444","3.4","3.2","3.0","0.49","0.4","0.0","5"
"115CVL035_1445_1583","3.0","3.0","3.0","0.0","0.0","0.0","5"
"115CVL035_1584_1758","3.0","3.0","3.0","0.0","0.0","0.0","2"
"115CVL035_1759_1856","3.33","3.0","3.67","0.47","0.0","0.47","3"
"115CVL035_18_29","3.0","2.2","3.2","0.0","0.75","0.4","5"
"115CVL035_1863_2031","3.2","3.0","3.0","0.4","0.0","0.0","5"
"115CVL035_2032_2156","3.8","3.2","3.4","0.75","0.4","0.49","5"
"115CVL035_2157_2199","3.4","3.4","3.2","0.49","0.49","0.4","5"
"115CVL035_2206_2216","3.0","2.6","3.0","0.0","0.49","0.0","5"
"115CVL035_2223_2261","2.8","2.6","3.2","0.4","0.49","0.4","5"
"115CVL035_343_553","3.0","3.0","3.0","0.0","0.0","0.0","5"
"115CVL035_36_61","3.0","3.0","3.0","0.0","0.0","0.0","5"
"115CVL035_560_675","3.0","2.5","3.0","0.0","0.5","0.0","2"
"115CVL035_676_981","3.6","3.4","3.0","0.49","0.49","0.0","5"
"115CVL035_68_86","3.0","2.8","3.0","0.0","0.4","0.0","5"
"115CVL035_93_342","3.33","3.0","3.33","0.47","0.0","0.47","3"
"115CVL035_982_1200","3.0","3.0","3.0","0.0","0.0","0.0","5"
"115CVL036_1074_1315","3.2","3.2","3.4","0.4","0.75","0.49","5"
"115CVL036_111_158","3.2","3.0","3.2","0.4","0.63","0.4","5"
"115CVL036_1316_1494","3.33","2.33","3.0","0.47","0.47","0.0","3"
"115CVL036_1495_1609","3.0","3.0","3.0","0.0","0.0","0.0","5"
"115CVL036_159_356","4.0","3.6","3.6","0.63","0.8","0.49","5"
"115CVL036_1616_1741","3.0","3.0","3.0","0.0","0.0","0.0","2"
"115CVL036_1742_1858","4.2","4.0","4.0","0.4","0.0","0.0","5"
"115CVL036_18_83","2.83","3.0","2.83","0.37","0.58","0.37","6"
"115CVL036_1859_2041","3.83","3.33","3.67","0.37","0.75","0.47","6"
"115CVL036_2042_2085","3.2","3.0","3.0","0.4","0.0","0.0","5"
"115CVL036_2092_2102","2.8","2.8","2.8","0.4","0.98","0.4","5"
"115CVL036_2109_2130","3.0","3.0","3.0","0.0","0.63","0.0","5"
"115CVL036_2137_2141","3.0","3.0","3.0","0.0","0.0","0.0","5"
"115CVL036_2142_2229","3.0","3.2","3.2","0.0","0.4","0.4","5"
"115CVL036_363_421","3.0","2.33","3.0","0.0","0.94","0.0","3"
"115CVL036_422_638","2.8","3.2","3.2","0.4","0.4","0.4","5"
"115CVL036_639_713","2.8","3.2","3.2","0.98","0.75","0.4","5"
"115CVL036_714_788","2.8","3.2","2.8","0.4","0.4","0.4","5"
"115CVL036_795_983","3.8","3.6","3.2","0.4","0.49","0.4","5"
"115CVL036_90_104","3.0","2.75","3.0","0.0","0.43","0.0","4"
"115CVL036_984_1067","3.5","2.75","3.0","0.5","0.43","0.0","4"
"115CVL037_1018_1097","3.5","2.83","3.5","0.5","0.9","0.5","6"
"115CVL037_1098_1141","2.8","3.0","2.8","0.4","0.0","0.4","5"
"115CVL037_1142_1182","3.33","3.33","3.33","0.47","0.47","0.47","3"
"115CVL037_1189_1225","3.0","2.8","3.0","0.0","0.4","0.0","5"
"115CVL037_1239_1509","3.2","3.0","3.0","0.4","0.0","0.0","5"
"115CVL037_141_186","3.8","4.0","3.4","0.75","0.63","0.49","5"
"115CVL037_1510_1967","3.0","3.0","3.0","0.0","0.0","0.0","5"
"115CVL037_18_31","3.0","3.0","3.0","0.0","0.0","0.0","3"
"115CVL037_193_389","2.8","3.2","2.6","0.4","0.4","0.8","5"
"115CVL037_1974_2091","3.6","3.2","3.2","0.49","0.4","0.4","5"
"115CVL037_2092_2284","3.2","3.2","3.6","0.4","0.75","0.49","5"
"115CVL037_2285_2424","3.2","3.0","3.2","0.4","0.63","0.75","5"
"115CVL037_2431_2613","3.6","2.8","3.2","0.8","0.98","0.4","5"
"115CVL037_2614_2694","3.0","3.0","3.2","0.0","0.0","0.4","5"
"115CVL037_2695_2775","3.8","3.2","3.0","0.4","0.4","0.0","5"
"115CVL037_2782_2792","3.0","3.0","3.0","0.0","0.0","0.0","5"
"115CVL037_2799_2825","3.0","2.8","3.0","0.0","0.4","0.0","5"
"115CVL037_2832_2870","3.0","2.6","2.8","0.0","0.49","0.4","5"
"115CVL037_38_48","3.0","2.6","3.2","0.0","0.49","0.4","5"
"115CVL037_390_456","3.0","3.5","3.0","0.0","0.5","0.0","2"
"115CVL037_457_507","3.25","2.75","3.0","0.43","0.43","0.0","4"
"115CVL037_514_549","3.0","3.2","3.0","0.0","0.4","0.0","5"
"115CVL037_55_134","3.0","3.33","3.33","0.0","0.47","0.47","3"
"115CVL037_550_578","3.0","3.0","3.0","0.0","0.0","0.0","5"
"115CVL037_585_633","3.4","3.0","2.6","0.8","0.63","0.8","5"
"115CVL037_634_709","3.4","2.8","3.2","0.49","0.75","0.4","5"
"115CVL037_710_736","3.0","3.0","3.2","0.0","0.0","0.4","5"
"115CVL037_743_801","3.67","2.33","3.0","0.47","0.94","0.0","3"
"115CVL037_802_881","3.2","3.2","3.2","0.4","0.4","0.4","5"
"115CVL037_882_917","3.0","3.0","3.0","0.0","0.0","0.0","5"
"115CVL037_918_945","3.2","2.2","3.0","0.4","0.98","0.0","5"
"115CVL037_946_1017","3.4","3.2","3.2","0.49","0.4","0.4","5"
"116CUL032_1095_1211","3.33","3.0","3.0","0.47","0.0","0.0","3"
"116CUL032_1212_1431","3.75","3.0","3.0","0.43","0.0","0.0","4"
"116CUL032_126_310","3.0","3.0","3.0","0.0","0.0","0.0","5"
"116CUL032_1432_1598","3.2","2.6","2.8","0.4","0.49","0.4","5"
"116CUL032_1599_1751","3.6","3.2","3.0","0.49","0.4","0.0","5"
"116CUL032_1752_1891","2.8","2.6","3.0","0.75","0.8","0.0","5"
"116CUL032_18_32","3.0","3.0","2.75","0.0","0.0","0.43","4"
"116CUL032_1892_1915","3.2","3.2","3.6","0.4","0.4","0.49","5"
"116CUL032_1922_2054","3.2","3.2","3.0","0.4","0.4","0.0","5"
"116CUL032_2055_2202","3.0","2.67","3.0","0.0","0.47","0.82","3"
"116CUL032_2203_2321","3.4","3.2","3.2","0.49","0.4","0.4","5"
"116CUL032_2322_2425","3.0","2.8","2.8","0.0","0.4","0.4","5"
"116CUL032_2432_2442","3.0","2.8","2.8","0.0","0.4","0.4","5"
"116CUL032_2449_2487","3.0","2.6","3.0","0.0","0.8","0.0","5"
"116CUL032_317_537","3.2","2.8","3.2","0.4","0.4","0.4","5"
"116CUL032_39_64","3.0","3.0","3.0","0.0","0.0","0.0","3"
"116CUL032_538_769","3.4","3.2","3.2","0.49","0.4","0.4","5"
"116CUL032_71_125","3.67","2.67","3.33","0.47","0.75","0.75","6"
"116CUL032_776_1088","3.4","3.6","3.2","0.49","0.49","0.4","5"
"116CUL033_1062_1241","3.2","2.6","3.2","0.4","0.8","0.4","5"
"116CUL033_1248_1388","3.25","3.0","3.25","0.43","0.71","0.43","4"
"116CUL033_1389_1561","3.2","3.0","3.0","0.4","0.0","0.0","5"
"116CUL033_1568_1703","3.2","3.0","3.2","0.4","0.0","0.4","5"
"116CUL033_1704_1775","3.4","3.4","3.4","0.49","0.49","0.49","5"
"116CUL033_1776_1911","3.4","3.0","3.6","0.8","0.0","0.8","5"
"116CUL033_18_33","3.0","2.67","3.0","0.0","0.75","0.0","6"
"116CUL033_1918_1928","3.0","2.8","3.2","0.0","0.75","0.4","5"
"116CUL033_1935_1966","3.2","2.4","3.2","0.4","0.8","0.4","5"
"116CUL033_259_497","2.5","2.5","3.5","0.5","0.5","0.5","2"
"116CUL033_40_65","3.0","3.0","3.0","0.0","0.0","0.0","3"
"116CUL033_504_706","3.4","2.8","3.4","0.49","0.4","0.49","5"
"116CUL033_707_862","3.4","3.0","3.2","0.49","0.63","0.4","5"
"116CUL033_72_82","3.2","3.0","3.0","0.4","0.0","0.0","5"
"116CUL033_863_1061","3.0","3.0","3.0","0.0","0.0","0.0","5"
"116CUL033_89_258","3.6","3.2","3.2","0.49","0.4","0.4","5"
"116CUL034_1119_1359","2.75","3.5","3.0","0.83","0.5","0.71","4"
"116CUL034_1366_1602","3.5","3.5","3.0","0.5","0.5","0.0","2"
"116CUL034_1603_1818","3.2","2.8","3.0","0.4","0.4","0.0","5"
"116CUL034_18_33","3.0","3.0","3.0","0.0","0.0","0.0","5"
"116CUL034_1819_2067","3.67","3.0","3.33","0.47","0.0","0.47","3"
"116CUL034_2074_2422","3.6","3.4","3.2","0.49","0.49","0.4","5"
"116CUL034_220_327","3.0","3.0","3.33","0.0","0.0","0.47","3"
"116CUL034_2423_2505","3.0","2.75","3.0","0.0","0.43","0.0","4"
"116CUL034_2512_2631","3.0","2.67","3.0","0.0","0.47","0.0","3"
"116CUL034_2638_2804","3.2","3.0","3.2","0.4","0.63","0.4","5"
"116CUL034_2805_2864","3.5","3.17","3.17","0.5","0.69","0.37","6"
"116CUL034_2865_2973","3.0","2.6","3.0","0.0","0.49","0.0","5"
"116CUL034_2980_3105","3.2","3.0","3.2","0.4","0.63","0.4","5"
"116CUL034_3112_3224","3.4","3.0","3.2","0.49","0.0","0.4","5"
"116CUL034_3231_3425","3.6","3.0","3.0","0.49","0.63","0.63","5"
"116CUL034_328_548","3.2","2.8","2.8","0.4","0.75","0.75","5"
"116CUL034_3426_3634","3.4","3.0","3.0","0.49","0.0","0.0","5"
"116CUL034_3635_3760","2.67","3.0","2.67","0.75","0.58","0.75","6"
"116CUL034_3761_3935","3.4","2.8","3.4","0.49","0.75","0.49","5"
"116CUL034_40_65","3.0","3.0","3.0","0.0","0.0","0.0","5"
"116CUL034_4122_4331","3.5","3.5","3.5","0.5","0.5","0.5","2"
"116CUL034_4332_4519","3.2","3.4","3.4","0.4","0.8","0.8","5"
"116CUL034_4526_4578","3.75","3.0","3.25","0.43","0.0","0.43","4"
"116CUL034_4585_4595","3.4","2.6","2.8","0.49","0.8","0.4","5"
"116CUL034_4602_4655","3.0","3.0","3.0","0.0","0.0","0.0","5"
"116CUL034_4662_4696","3.0","2.75","3.25","0.0","0.43","0.43","4"
"116CUL034_555_789","3.5","3.0","3.5","0.5","0.0","0.5","2"
"116CUL034_72_82","3.0","2.4","2.6","0.0","0.49","0.49","5"
"116CUL034_796_978","3.0","3.0","3.4","0.63","0.0","0.49","5"
"116CUL034_89_219","3.0","2.8","3.0","0.0","0.98","0.0","5"
"116CUL034_979_1118","3.8","3.2","3.0","0.75","0.4","0.0","5"
"117CWL008_1187_1350","3.2","3.0","2.8","0.4","0.63","0.4","5"
"117CWL008_1351_1448","3.2","2.8","3.4","0.4","0.4","0.49","5"
"117CWL008_1449_1499","3.6","2.8","3.2","0.49","0.4","0.4","5"
"117CWL008_145_299","3.8","3.0","3.0","0.75","0.63","0.63","5"
"117CWL008_1506_1565","3.0","3.0","3.0","0.0","0.0","0.0","5"
"117CWL008_18_31","3.0","2.4","3.0","0.0","0.8","0.0","5"
"117CWL008_300_474","3.4","2.6","3.4","0.8","0.8","0.8","5"
"117CWL008_38_42","3.67","2.67","3.0","0.47","0.47","0.0","3"
"117CWL008_481_569","3.6","3.4","3.4","0.49","0.49","0.49","5"
"117CWL008_49_144","3.0","3.0","3.5","0.0","0.0","0.5","2"
"117CWL008_570_662","3.8","3.2","3.4","0.75","0.98","0.49","5"
"117CWL008_663_922","3.0","3.0","3.0","0.0","0.0","0.0","5"
"117CWL008_929_1180","3.4","3.4","3.2","0.8","0.8","0.4","5"
"117CWL009_1257_1429","3.0","2.6","3.0","0.0","0.49","0.0","5"
"117CWL009_1430_1527","3.0","2.5","3.0","0.0","0.5","0.0","2"
"117CWL009_1528_1578","3.8","3.4","3.4","0.75","0.8","0.8","5"
"117CWL009_154_308","3.0","3.0","3.0","0.0","0.0","0.0","5"
"117CWL009_1585_1595","3.0","2.33","3.0","0.0","0.94","0.0","3"
"117CWL009_1602_1650","3.2","3.2","3.2","0.4","0.4","0.4","5"
"117CWL009_18_34","3.0","2.8","3.0","0.0","0.4","0.0","5"
"117CWL009_309_481","3.4","3.4","3.2","0.49","0.49","0.4","5"
"117CWL009_41_51","3.0","2.67","3.0","0.0","0.47","0.0","3"
"117CWL009_488_567","3.6","3.0","3.0","0.49","0.0","0.0","5"
"117CWL009_568_721","3.0","3.0","3.0","0.0","0.0","0.0","5"
"117CWL009_58_153","3.33","3.0","3.0","0.47","0.0","0.0","3"
"117CWL009_722_975","4.0","4.0","3.25","0.71","0.71","0.43","4"
"117CWL009_982_1250","3.2","2.8","3.4","0.4","0.4","0.49","5"
"118CWL048_1006_1066","3.0","3.4","2.8","0.89","0.49","0.4","5"
"118CWL048_107_216","3.4","3.0","2.8","0.49","0.0","0.4","5"
"118CWL048_1073_1166","3.2","3.2","3.2","0.4","0.4","0.4","5"
"118CWL048_1167_1286","3.0","2.8","3.0","0.0","0.4","0.63","5"
"118CWL048_1287_1430","3.2","3.4","3.2","0.4","0.49","0.4","5"
"118CWL048_1437_1492","3.0","3.0","2.8","0.63","0.63","0.75","5"
"118CWL048_1493_1549","3.4","3.4","3.4","0.49","0.49","0.49","5"
"118CWL048_1550_1608","3.0","3.5","3.0","0.0","0.5","0.0","2"
"118CWL048_1615_1625","3.4","2.2","2.8","0.49","0.98","0.4","5"
"118CWL048_217_344","2.8","2.8","3.2","0.4","0.4","0.4","5"
"118CWL048_25_54","3.0","2.6","3.0","0.0","0.8","0.0","5"
"118CWL048_345_468","3.33","3.0","3.0","0.47","0.0","0.0","3"
"118CWL048_475_637","3.8","3.6","3.4","0.75","0.8","0.8","5"
"118CWL048_61_71","3.0","3.0","3.0","0.0","0.0","0.0","5"
"118CWL048_638_834","3.33","3.67","3.67","0.47","0.94","0.94","3"
"118CWL048_78_106","2.2","3.2","2.8","0.4","0.4","0.4","5"
"118CWL048_841_919","3.6","3.0","3.4","0.49","0.63","0.49","5"
"118CWL048_920_1005","2.6","3.2","3.2","0.8","0.4","0.4","5"
"118CWL049_1161_1255","4.0","2.6","3.4","0.89","0.8","0.8","5"
"118CWL049_1256_1327","3.5","3.0","4.0","0.5","0.0","0.0","2"
"118CWL049_1328_1396","3.6","3.0","2.8","0.49","0.63","0.4","5"
"118CWL049_1397_1512","3.67","3.0","3.0","0.47","0.0","0.0","3"
"118CWL049_1513_1652","3.0","2.6","3.2","0.0","0.49","0.4","5"
"118CWL049_1659_1850","3.33","2.67","3.33","0.47","1.25","0.47","3"
"118CWL049_18_32","3.0","3.0","3.0","0.0","0.0","0.0","5"
"118CWL049_1857_1918","3.4","3.2","3.0","0.49","0.4","0.0","5"
"118CWL049_1919_1974","2.2","3.2","3.2","0.75","0.4","0.4","5"
"118CWL049_1975_2035","3.0","3.0","3.0","0.0","0.0","0.0","2"
"118CWL049_2036_2156","4.2","3.6","3.4","0.4","1.02","0.49","5"
"118CWL049_217_304","2.8","3.2","3.2","0.4","0.4","0.4","5"
"118CWL049_2264_2274","3.2","3.2","3.2","0.4","0.4","0.4","5"
"118CWL049_2281_2369","3.0","3.0","3.0","0.0","0.0","0.0","5"
"118CWL049_305_337","2.5","3.0","3.0","0.5","0.0","0.0","2"
"118CWL049_344_462","3.33","3.0","3.33","0.47","0.82","0.47","3"
"118CWL049_39_51","3.6","2.6","3.0","0.49","0.8","0.0","5"
"118CWL049_463_669","3.6","3.0","3.0","0.8","0.63","0.0","5"
"118CWL049_58_70","3.0","3.0","3.0","0.0","0.0","0.0","5"
"118CWL049_670_765","3.8","3.2","3.6","0.4","0.4","0.49","5"
"118CWL049_71_216","3.0","3.0","3.0","0.0","0.0","0.0","2"
"118CWL049_772_1154","3.2","3.2","3.4","0.4","0.4","0.49","5"
"118CWL050_1092_1209","3.0","2.8","3.0","0.0","0.4","0.0","5"
"118CWL050_111_133","3.2","2.6","3.0","0.4","0.49","0.0","5"
"118CWL050_1216_1250","4.0","3.0","3.4","0.89","0.63","0.49","5"
"118CWL050_1251_1284","3.2","2.4","3.0","0.4","0.8","0.63","5"
"118CWL050_1291_1318","3.4","3.0","3.0","0.49","0.63","0.0","5"
"118CWL050_1319_1398","3.4","2.8","3.0","0.49","0.4","0.0","5"
"118CWL050_140_228","3.2","3.4","3.2","0.4","0.49","0.4","5"
"118CWL050_1405_1497","3.5","3.0","3.0","0.5","0.0","0.0","2"
"118CWL050_1504_1554","3.4","3.0","3.2","0.8","0.0","0.4","5"
"118CWL050_1555_1665","3.8","3.2","3.2","0.4","0.4","0.4","5"
"118CWL050_1666_1826","3.4","2.6","3.2","0.49","0.49","0.4","5"
"118CWL050_18_33","3.0","3.0","3.0","0.0","0.0","0.0","5"
"118CWL050_1833_1925","3.8","3.6","3.4","0.4","0.49","0.49","5"
"118CWL050_1926_2046","4.0","3.0","3.2","0.0","0.0","0.4","5"
"118CWL050_2047_2151","4.0","3.0","2.8","0.0","0.63","0.4","5"
"118CWL050_2158_2235","3.5","3.0","3.0","0.5","0.0","0.0","4"
"118CWL050_2236_2264","3.0","2.8","2.8","0.0","0.4","0.4","5"
"118CWL050_2265_2324","2.0","2.8","2.8","0.0","0.4","0.75","5"
"118CWL050_229_253","3.0","3.2","3.0","0.63","0.4","0.63","5"
"118CWL050_2331_2435","3.0","2.8","2.8","0.0","0.4","0.4","5"
"118CWL050_2436_2656","3.0","3.0","3.0","0.0","0.0","0.0","5"
"118CWL050_254_274","2.67","3.0","3.67","0.47","0.0","0.47","3"
"118CWL050_2663_2741","3.33","3.0","3.0","0.47","0.0","0.0","3"
"118CWL050_2742_2992","3.5","3.0","3.5","0.5","0.0","0.5","2"
"118CWL050_275_347","3.5","3.0","3.5","0.5","0.0","0.5","2"
"118CWL050_2993_3028","3.6","3.8","3.2","0.49","0.4","0.4","5"
"118CWL050_3035_3195","3.2","3.2","3.2","0.4","0.4","0.4","5"
"118CWL050_3196_3320","3.2","3.4","3.2","0.4","0.8","0.4","5"
"118CWL050_3327_3457","3.0","3.2","3.2","0.0","0.4","0.4","5"
"118CWL050_3458_3527","3.8","3.2","3.2","0.4","0.4","0.4","5"
"118CWL050_348_378","3.2","3.2","3.2","0.4","0.4","0.4","5"
"118CWL050_3534_3544","3.0","2.5","3.0","0.0","0.5","0.0","2"
"118CWL050_3602_3606","3.0","3.0","3.0","0.0","0.0","0.0","5"
"118CWL050_3607_3658","3.4","3.6","3.0","0.49","0.49","0.0","5"
"118CWL050_3659_3849","3.2","2.4","3.2","0.4","0.8","0.4","5"
"118CWL050_379_453","3.4","3.0","3.2","0.49","0.63","0.4","5"
"118CWL050_3850_3892","2.6","3.0","2.4","0.49","0.63","0.49","5"
"118CWL050_3893_4019","3.0","3.2","3.2","0.0","0.4","0.4","5"
"118CWL050_40_104","3.0","2.2","3.0","0.0","0.98","0.0","5"
"118CWL050_454_467","3.0","2.6","3.0","0.0","0.8","0.0","5"
"118CWL050_474_564","3.33","3.0","3.33","0.47","0.0","0.47","3"
"118CWL050_565_768","2.6","2.8","2.8","0.49","0.4","0.4","5"
"118CWL050_769_810","3.0","3.0","3.0","0.0","0.0","0.0","2"
"118CWL050_817_929","3.6","3.4","3.2","0.8","0.8","0.4","5"
"118CWL050_930_1091","3.8","3.8","3.2","0.75","0.75","0.4","5"
"119CWL041_1109_1187","3.0","3.0","3.0","0.0","0.0","0.0","2"
"119CWL041_1188_1245","3.4","3.0","3.2","0.49","0.63","0.4","5"
"119CWL041_1246_1415","3.0","3.0","2.5","0.0","0.0","0.5","2"
"119CWL041_140_221","3.4","3.2","3.6","0.49","0.4","0.49","5"
"119CWL041_1422_1432","3.6","3.2","3.0","0.49","0.4","0.0","5"
"119CWL041_1439_1449","3.4","2.6","3.4","0.49","1.02","0.49","5"
"119CWL041_1456_1479","3.0","2.6","3.0","0.0","0.49","0.0","5"
"119CWL041_1480_1532","3.2","3.2","3.0","0.4","0.4","0.0","5"
"119CWL041_18_32","3.0","3.0","3.0","0.0","0.0","0.0","3"
"119CWL041_222_312","3.0","3.0","3.0","0.0","0.0","0.0","2"
"119CWL041_313_366","3.6","3.2","3.2","0.49","0.4","0.4","5"
"119CWL041_373_423","3.2","3.0","3.2","0.4","0.63","0.4","5"
"119CWL041_39_64","3.0","3.0","3.0","0.0","0.0","0.0","5"
"119CWL041_424_593","3.67","3.33","3.67","0.94","0.47","0.47","3"
"119CWL041_600_684","2.8","3.0","2.8","0.4","0.0","0.4","5"
"119CWL041_685_844","3.6","3.2","3.2","0.49","0.4","0.4","5"
"119CWL041_71_81","3.0","3.0","3.0","0.0","0.0","0.0","5"
"119CWL041_851_942","3.0","3.0","3.0","0.0","0.0","0.0","5"
"119CWL041_88_139","3.0","3.0","3.0","0.0","0.0","0.0","3"
"119CWL041_943_1108","3.4","2.6","3.2","0.49","0.49","0.4","5"
"20000410_nyt-NEW_1101_1237","3.0","3.0","3.0","0.0","0.0","0.0","5"
"20000410_nyt-NEW_1241_1336","3.0","2.75","3.0","0.0","0.43","0.0","4"
"20000410_nyt-NEW_1374_1422","3.0","2.5","3.0","0.0","0.5","0.0","2"
"20000410_nyt-NEW_1426_1455","3.0","3.0","3.0","0.0","0.0","0.0","3"
"20000410_nyt-NEW_284_564","2.8","3.4","3.0","0.4","0.49","0.0","5"
"20000410_nyt-NEW_47_77","3.0","2.0","3.0","0.0","1.0","0.0","2"
"20000410_nyt-NEW_568_743","2.8","3.0","3.0","0.4","0.0","0.0","5"
"20000410_nyt-NEW_747_883","1.25","3.25","2.25","0.43","0.43","0.43","4"
"20000410_nyt-NEW_81_280","2.8","2.8","2.8","0.4","0.4","0.4","5"
"20000410_nyt-NEW_888_984","2.2","3.0","2.6","0.75","0.0","0.8","5"
"20000410_nyt-NEW_9_43","3.2","2.6","3.0","0.4","0.49","0.63","5"
"20000410_nyt-NEW_988_1100","3.2","3.2","3.2","0.4","0.4","0.4","5"
"20000415_apw_eng-NEW_1244_1347","2.6","3.2","2.8","0.49","0.4","0.4","5"
"20000415_apw_eng-NEW_1351_1507","2.8","3.2","3.4","0.4","0.4","0.49","5"
"20000415_apw_eng-NEW_1508_1579","2.4","2.8","2.6","0.49","0.4","0.8","5"
"20000415_apw_eng-NEW_1583_1631","3.2","3.2","3.2","0.4","0.4","0.4","5"
"20000415_apw_eng-NEW_1632_1735","3.0","3.0","3.0","0.0","0.0","0.0","5"
"20000415_apw_eng-NEW_257_462","3.0","3.0","3.0","0.0","0.0","0.0","2"
"20000415_apw_eng-NEW_466_657","3.0","2.33","3.0","0.0","0.47","0.0","3"
"20000415_apw_eng-NEW_47_65","3.0","3.0","3.0","0.0","0.0","0.0","6"
"20000415_apw_eng-NEW_66_253","2.6","3.4","2.6","0.49","0.49","0.8","5"
"20000415_apw_eng-NEW_662_840","1.8","3.2","2.8","0.75","0.75","0.98","5"
"20000415_apw_eng-NEW_844_984","3.0","3.0","3.0","0.0","0.0","0.0","2"
"20000415_apw_eng-NEW_9_43","3.0","2.75","3.0","0.0","0.43","0.0","4"
"20000415_apw_eng-NEW_985_1240","2.4","3.4","2.8","0.49","0.49","0.4","5"
"20000419_apw_eng-NEW_1062_1183","2.0","3.5","3.5","0.0","0.5","0.5","2"
